,,F,,0,,0,,0,,0,,0,,1,,0,,3,,3,,18,,32,,57,,63,,55,,40,,24,,16,,9,,4,,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C10,Malignant neoplasm of oropharynx,M,,0,,0,,0,,0,,0,,0,,0,,0,,2,,3,,13,,16,,31,,32,,39,,23,,11,,5,,4,,1
,,F,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,,2,,7,,6,,10,,13,,7,,6,,2,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C11,Malignant neoplasm of nasopharynx,M,,0,,0,,0,,1,,2,,2,,2,,6,,7,,14,,17,,18,,19,,15,,13,,18,,11,,4,,3,,0
,,F,,0,,0,,1,,0,,4,,1,,2,,0,,1,,5,,7,,6,,3,,6,,8,,6,,5,,2,,0,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C12,Malignant neoplasm of pyriform sinus,M,,0,,0,,0,,0,,0,,0,,0,,0,,0,,6,,11,,20,,37,,38,,39,,36,,21,,7,,5,,0
,,F,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,4,,5,,6,,8,,9,,2,,4,,1,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C13,Malignant neoplasm of hypopharynx,M,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,,4,,8,,20,,23,,27,,22,,22,,10,,8,,2
,,F,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,2,,7,,6,,9,,6,,5,,14,,5,,4,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C14,"Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx",M,,0,,0,,1,,0,,0,,0,,0,,2,,1,,1,,0,,6,,5,,17,,10,,14,,5,,4,,5,,0
,,F,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,,0,,6,,0,,5,,4,,5,,3,,3,,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C15,Malignant neoplasm of oesophagus,M,,0,,0,,0,,0,,0,,0,,1,,6,,16,,57,,112,,260,,409,,662,,849,,753,,642,,615,,341,,148
,,F,,0,,0,,0,,0,,0,,1,,2,,2,,10,,15,,39,,78,,126,,228,,282,,321,,405,,360,,306,,203
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C16,Malignant neoplasm of stomach,M,,0,,0,,0,,0,,1,,3,,3,,7,,20,,47,,93,,141,,199,,309,,449,,545,,666,,646,,399,,146
,,F,,0,,0,,0,,0,,1,,4,,9,,7,,20,,33,,44,,74,,83,,132,,186,,275,,324,,358,,262,,155
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C17,Malignant neoplasm of small intestine,M,,0,,0,,0,,0,,0,,0,,2,,5,,6,,17,,34,,32,,61,,83,,110,,104,,79,,70,,35,,16
,,F,,0,,0,,0,,0,,1,,1,,1,,4,,5,,13,,20,,24,,48,,60,,73,,86,,73,,70,,46,,27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C18-C20,Malignant neoplasm of colon and rectum,M,,0,,0,,0,,5,,16,,29,,60,,114,,142,,242,,428,,864,,1313,,2187,,2790,,3058,,2949,,2543,,1470,,629
,,F,,0,,0,,0,,17,,39,,41,,57,,132,,117,,219,,401,,643,,964,,1335,,1737,,1980,,2225,,2342,,1686,,991
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C18,Malignant neoplasm of colon,M,,0,,0,,0,,5,,14,,24,,44,,75,,86,,154,,228,,461,,721,,1234,,1619,,1931,,1939,,1762,,1052,,428
,,F,,0,,0,,0,,17,,38,,38,,44,,97,,82,,161,,239,,398,,631,,918,,1203,,1435,,1650,,1789,,1284,,739
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C19,Malignant neoplasm of rectosigmoid junction,M,,0,,0,,0,,0,,0,,0,,1,,4,,7,,18,,29,,59,,93,,160,,172,,196,,167,,135,,86,,34
,,F,,0,,0,,0,,0,,0,,0,,2,,8,,9,,10,,26,,45,,61,,82,,94,,108,,109,,111,,64,,53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C20,Malignant neoplasm of rectum,M,,0,,0,,0,,0,,2,,5,,15,,35,,49,,70,,171,,344,,499,,793,,999,,931,,843,,646,,332,,167
,,F,,0,,0,,0,,0,,1,,3,,11,,27,,26,,48,,136,,200,,272,,335,,440,,437,,466,,442,,338,,199
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C21,Malignant neoplasm of anus and anal canal,M,,0,,0,,0,,0,,0,,0,,1,,4,,7,,15,,16,,42,,35,,44,,57,,33,,48,,37,,23,,7
,,F,,0,,0,,0,,0,,0,,0,,2,,4,,9,,26,,49,,70,,69,,109,,72,,58,,63,,56,,37,,22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C22,Malignant neoplasm of liver and intrahepatic bile ducts,M,,2,,6,,0,,0,,3,,1,,5,,9,,12,,31,,73,,134,,255,,322,,412,,417,,437,,371,,215,,94
,,F,,3,,5,,2,,2,,2,,0,,4,,6,,7,,17,,37,,65,,84,,126,,187,,212,,265,,270,,181,,113
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C23,Malignant neoplasm of gallbladder,M,,0,,0,,0,,0,,0,,0,,0,,0,,2,,4,,5,,7,,5,,17,,42,,36,,52,,38,,15,,13
,,F,,0,,0,,0,,0,,0,,1,,0,,0,,3,,6,,8,,15,,27,,44,,57,,85,,94,,87,,70,,26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C24,Malignant neoplasm of other and unspecified parts of biliary tract,M,,0,,0,,0,,0,,0,,1,,0,,1,,0,,4,,7,,24,,29,,54,,89,,86,,80,,78,,32,,26
,,F,,0,,0,,0,,0,,0,,1,,1,,0,,3,,5,,8,,18,,25,,44,,58,,60,,64,,64,,70,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C25,Malignant neoplasm of pancreas,M,,0,,0,,0,,0,,2,,2,,2,,4,,17,,43,,106,,181,,277,,444,,598,,626,,656,,537,,335,,134
,,F,,0,,0,,0,,2,,3,,3,,6,,12,,21,,29,,82,,143,,178,,295,,517,,575,,601,,667,,471,,318
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C26,Malignant neoplasm of other and ill-defined digestive organs,M,,0,,0,,0,,0,,0,,0,,1,,0,,2,,2,,6,,5,,11,,15,,11,,12,,23,,40,,19,,17
,,F,,0,,0,,0,,0,,0,,0,,1,,1,,0,,0,,5,,4,,11,,10,,11,,22,,16,,47,,43,,63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C30,Malignant neoplasm of nasal cavity and middle ear,M,,0,,0,,1,,0,,0,,1,,2,,0,,2,,9,,9,,12,,13,,20,,24,,18,,19,,11,,7,,3
,,F,,0,,1,,0,,1,,0,,2,,0,,4,,2,,3,,4,,8,,13,,12,,14,,12,,12,,14,,10,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C31,Malignant neoplasm of accessory sinuses,M,,0,,0,,0,,0,,0,,1,,0,,0,,0,,6,,9,,5,,7,,12,,22,,13,,6,,6,,3,,2
,,F,,0,,0,,0,,0,,0,,1,,2,,0,,0,,0,,6,,4,,2,,11,,10,,4,,6,,7,,10,,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C32,Malignant neoplasm of larynx,M,,0,,0,,0,,0,,0,,1,,2,,2,,2,,24,,58,,97,,138,,243,,270,,246,,198,,140,,65,,35
,,F,,0,,0,,0,,0,,0,,0,,1,,4,,4,,4,,13,,20,,36,,44,,47,,53,,25,,15,,16,,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C33-C34,"Malignant neoplasm of trachea, bronchus and lung",M,,0,,0,,0,,0,,0,,5,,9,,17,,42,,116,,286,,606,,1174,,2107,,3216,,3460,,3589,,2856,,1681,,666
,,F,,0,,0,,0,,1,,3,,7,,9,,23,,38,,92,,272,,602,,1063,,1824,,2677,,2686,,2695,,2430,,1599,,802
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C33,Malignant neoplasm of trachea,M,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,3,,1,,1,,4,,1,,1,,1,,1
,,F,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,0,,2,,0,,0,,2,,0,,2,,1,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C34,Malignant neoplasm of bronchus and lung,M,,0,,0,,0,,0,,0,,5,,9,,17,,42,,116,,285,,606,,1171,,2106,,3215,,3456,,3588,,2855,,1680,,665
,,F,,0,,0,,0,,1,,3,,7,,9,,23,,38,,91,,271,,602,,1061,,1824,,2677,,2684,,2695,,2428,,1598,,802
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C37,Malignant neoplasm of thymus,M,,0,,0,,0,,0,,0,,0,,1,,2,,2,,5,,13,,4,,7,,7,,10,,9,,5,,4,,4,,0
,,F,,0,,0,,0,,0,,0,,0,,3,,0,,3,,6,,5,,11,,3,,3,,8,,10,,10,,6,,2,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C38,"Malignant neoplasm of heart, mediastinum and pleura",M,,0,,2,,0,,0,,2,,3,,6,,4,,1,,1,,2,,2,,5,,2,,5,,8,,7,,14,,9,,9
,,F,,1,,1,,0,,0,,0,,0,,1,,1,,1,,0,,1,,1,,0,,3,,3,,4,,7,,5,,5,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C39,Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs,M,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,1,,0,,0,,0,,0,,1,,0,,0
,,F,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C40,Malignant neoplasm of bone and articular cartilage of limbs,M,,0,,1,,8,,15,,15,,6,,7,,6,,4,,7,,8,,12,,9,,9,,8,,8,,5,,3,,3,,0
,,F,,0,,1,,5,,12,,13,,10,,6,,7,,4,,8,,10,,7,,5,,6,,4,,6,,11,,8,,3,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C41,Malignant neoplasm of bone and articular cartilage of other and unspecified sites,M,,0,,0,,2,,4,,12,,6,,7,,7,,6,,4,,6,,10,,8,,6,,9,,9,,9,,6,,6,,4
,,F,,0,,0,,0,,2,,9,,8,,6,,4,,5,,5,,7,,6,,6,,12,,8,,8,,4,,8,,6,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C43,Malignant melanoma of skin,M,,0,,1,,1,,3,,12,,37,,85,,141,,166,,260,,408,,422,,477,,651,,799,,766,,725,,578,,337,,164
,,F,,0,,1,,0,,4,,26,,83,,190,,279,,288,,413,,539,,570,,500,,557,,713,,536,,531,,459,,325,,199
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C45,Mesothelioma,M,,0,,0,,0,,0,,0,,0,,0,,0,,1,,2,,9,,22,,61,,157,,332,,371,,369,,334,,161,,60
,,F,,0,,0,,0,,0,,0,,0,,1,,3,,1,,1,,3,,15,,20,,25,,55,,72,,80,,58,,33,,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C46,Kaposi's sarcoma,M,,0,,0,,0,,0,,0,,1,,7,,10,,13,,19,,20,,14,,6,,12,,4,,5,,6,,6,,5,,0
,,F,,0,,0,,0,,0,,1,,0,,1,,3,,2,,0,,0,,0,,1,,0,,0,,0,,0,,1,,1,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C47,Malignant neoplasm of peripheral nerves and autonomic nervous system,M,,3,,7,,4,,1,,0,,0,,3,,0,,1,,0,,0,,1,,1,,0,,0,,1,,0,,0,,0,,1
,,F,,3,,8,,2,,2,,0,,1,,0,,1,,0,,0,,2,,1,,0,,0,,1,,1,,4,,1,,0,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C48,Malignant neoplasm of retroperitoneum and peritoneum,M,,0,,0,,1,,0,,0,,1,,0,,0,,4,,5,,2,,7,,9,,15,,20,,12,,14,,16,,6,,4
,,F,,0,,1,,0,,0,,0,,1,,1,,3,,8,,8,,12,,22,,39,,64,,92,,75,,95,,47,,23,,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C49,Malignant neoplasm of other connective and soft tissue,M,,5,,14,,5,,13,,12,,23,,15,,26,,39,,33,,53,,65,,76,,69,,109,,80,,85,,91,,61,,30
,,F,,5,,8,,5,,3,,16,,17,,20,,15,,17,,30,,45,,57,,58,,68,,68,,61,,54,,56,,46,,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C50,Malignant neoplasm of breast,M,,0,,0,,0,,0,,0,,1,,0,,3,,2,,4,,9,,19,,29,,36,,41,,42,,45,,37,,18,,5
,,F,,0,,0,,0,,1,,2,,27,,177,,544,,1072,,2397,,4576,,5128,,4346,,5321,,6231,,3928,,3784,,3246,,2274,,1486
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C51,Malignant neoplasm of vulva,F,,0,,0,,0,,0,,0,,0,,5,,8,,15,,36,,58,,70,,78,,98,,103,,118,,133,,154,,96,,89
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C52,Malignant neoplasm of vagina,F,,0,,1,,0,,0,,0,,0,,0,,1,,3,,9,,7,,9,,16,,17,,24,,18,,21,,18,,27,,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C53,Malignant neoplasm of cervix uteri,F,,0,,0,,0,,0,,3,,66,,395,,348,,282,,295,,238,,191,,157,,133,,133,,106,,113,,85,,57,,37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C54-C55,"Malignant neoplasm of corpus uteri and uterus, part unspecified",F,,0,,0,,0,,0,,0,,2,,9,,48,,58,,135,,268,,559,,913,,1106,,1296,,1072,,868,,620,,328,,160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C54,Malignant neoplasm of corpus uteri,F,,0,,0,,0,,0,,0,,2,,8,,48,,53,,128,,254,,543,,898,,1091,,1282,,1056,,853,,607,,316,,140
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C55,"Malignant neoplasm of uterus, part unspecified",F,,0,,0,,0,,0,,0,,0,,1,,0,,5,,7,,14,,16,,15,,15,,14,,16,,15,,13,,12,,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C56-C57,Malignant neoplasm of ovary and other unspecified female genital organs,F,,1,,1,,5,,14,,34,,68,,102,,120,,170,,239,,388,,541,,559,,711,,844,,712,,673,,514,,337,,188
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C56,Malignant neoplasm of ovary,F,,1,,1,,5,,14,,34,,68,,102,,118,,168,,233,,373,,519,,523,,675,,781,,660,,626,,491,,320,,175
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57,Malignant neoplasm of other and unspecified female genital organs,F,,0,,0,,0,,0,,0,,0,,0,,2,,2,,6,,15,,22,,36,,36,,63,,52,,47,,23,,17,,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C582,Malignant neoplasm of placenta,F,,0,,0,,0,,0,,5,,8,,15,,14,,16,,5,,6,,1,,0,,0,,0,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C60,Malignant neoplasm of penis,M,,0,,0,,0,,0,,1,,0,,1,,6,,5,,13,,18,,36,,56,,59,,69,,66,,56,,55,,29,,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C61,Malignant neoplasm of prostate,M,,1,,1,,0,,0,,0,,0,,0,,0,,5,,59,,340,,1175,,2876,,5159,,8686,,7623,,6939,,4056,,2265,,1187
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C62,Malignant neoplasm of testis,M,,2,,3,,2,,3,,50,,178,,316,,352,,280,,240,,207,,124,,73,,51,,24,,19,,16,,9,,4,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C63,Malignant neoplasm of other and unspecified male genital organs,M,,0,,0,,0,,0,,3,,0,,0,,0,,0,,4,,2,,3,,6,,4,,7,,3,,15,,10,,5,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C64,"Malignant neoplasm of kidney, except renal pelvis",M,,5,,23,,7,,0,,4,,5,,7,,35,,78,,141,,270,,374,,492,,696,,836,,700,,692,,519,,329,,121
,,F,,9,,23,,6,,1,,1,,7,,16,,25,,40,,94,,124,,201,,247,,346,,435,,411,,441,,347,,251,,146
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C65,Malignant neoplasm of renal pelvis,M,,0,,0,,0,,0,,0,,0,,0,,2,,0,,4,,14,,14,,32,,43,,54,,75,,67,,55,,35,,15
,,F,,1,,0,,0,,0,,0,,0,,0,,0,,0,,2,,2,,3,,11,,19,,20,,45,,56,,45,,28,,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C66,Malignant neoplasm of ureter,M,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,5,,7,,12,,25,,55,,66,,72,,58,,42,,11
,,F,,0,,0,,0,,0,,0,,0,,0,,1,,0,,2,,0,,4,,9,,7,,24,,47,,29,,36,,20,,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C67,Malignant neoplasm of bladder,M,,1,,1,,0,,0,,0,,2,,1,,9,,9,,31,,85,,146,,276,,535,,898,,1058,,1188,,1071,,690,,347
,,F,,0,,1,,0,,0,,1,,0,,3,,4,,8,,20,,41,,69,,92,,162,,251,,339,,418,,390,,344,,253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C68,Malignant neoplasm of other and unspecified urinary organs,M,,0,,1,,0,,0,,0,,1,,0,,0,,0,,2,,8,,3,,5,,12,,21,,24,,36,,20,,15,,7
,,F,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,2,,4,,2,,3,,2,,7,,5,,4,,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C69,Malignant neoplasm of eye and adnexa,M,,11,,12,,1,,0,,1,,1,,4,,6,,6,,15,,13,,26,,30,,33,,39,,34,,34,,23,,8,,5
,,F,,12,,13,,1,,0,,1,,2,,2,,4,,3,,14,,18,,18,,16,,24,,32,,22,,22,,25,,14,,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C70,Malignant neoplasm of meninges,M,,0,,0,,0,,0,,0,,0,,0,,0,,2,,0,,1,,2,,2,,9,,3,,7,,4,,3,,0,,1
,,F,,0,,1,,1,,0,,0,,0,,0,,0,,4,,5,,3,,6,,7,,6,,7,,6,,5,,5,,6,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C71,Malignant neoplasm of brain,M,,11,,43,,56,,24,,24,,40,,59,,80,,77,,107,,133,,164,,207,,306,,327,,303,,272,,156,,88,,22
,,F,,6,,30,,36,,22,,27,,18,,37,,56,,42,,85,,94,,120,,130,,203,,229,,203,,189,,136,,81,,39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C72,"Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system",M,,2,,9,,6,,3,,0,,2,,0,,5,,5,,6,,4,,5,,7,,5,,1,,1,,3,,5,,0,,0
,,F,,0,,8,,4,,3,,2,,2,,2,,6,,2,,5,,4,,5,,6,,6,,1,,1,,2,,1,,1,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C73,Malignant neoplasm of thyroid gland,M,,0,,0,,1,,3,,6,,16,,40,,31,,47,,65,,75,,75,,70,,67,,69,,64,,63,,32,,13,,8
,,F,,0,,1,,1,,9,,31,,70,,121,,168,,190,,230,,235,,187,,188,,137,,149,,103,,88,,82,,42,,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C74,Malignant neoplasm of adrenal gland,M,,9,,17,,4,,1,,1,,0,,2,,2,,0,,4,,2,,6,,7,,8,,13,,4,,8,,5,,6,,0
,,F,,7,,15,,2,,3,,0,,0,,1,,0,,2,,3,,5,,4,,3,,6,,14,,3,,8,,5,,2,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C75,Malignant neoplasm of other endocrine glands and related structures,M,,1,,1,,1,,4,,6,,6,,4,,1,,3,,2,,5,,2,,0,,5,,1,,1,,3,,4,,1,,2
,,F,,0,,0,,0,,1,,1,,0,,2,,3,,1,,1,,4,,4,,9,,1,,4,,5,,4,,7,,4,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C76,Malignant neoplasm of other and ill-defined sites,M,,2,,1,,0,,0,,0,,0,,0,,1,,1,,3,,3,,4,,7,,7,,6,,6,,7,,6,,9,,5
,,F,,2,,0,,1,,0,,0,,0,,0,,1,,1,,1,,1,,6,,6,,7,,9,,10,,15,,15,,31,,30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C77,Secondary and unspecified malignant neoplasm of lymph nodes,M,,0,,0,,0,,0,,0,,1,,4,,4,,5,,15,,36,,38,,51,,62,,50,,52,,45,,39,,16,,7
,,F,,0,,0,,0,,0,,2,,1,,2,,2,,5,,10,,11,,14,,17,,23,,33,,29,,34,,31,,12,,21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C78,Secondary malignant neoplasm of respiratory and digestive organs,M,,0,,0,,0,,0,,0,,2,,5,,0,,11,,7,,20,,26,,59,,86,,131,,146,,151,,136,,106,,54
,,F,,0,,0,,0,,0,,0,,1,,4,,6,,6,,12,,15,,35,,51,,85,,135,,146,,177,,207,,160,,115
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C79,Secondary malignant neoplasm of other sites,M,,0,,0,,0,,0,,0,,0,,3,,2,,3,,7,,10,,16,,16,,29,,49,,57,,68,,55,,34,,31
,,F,,0,,0,,0,,0,,0,,2,,3,,2,,6,,6,,19,,13,,26,,25,,57,,41,,50,,69,,57,,41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C80,Malignant neoplasm without specification of site,M,,1,,1,,0,,1,,0,,2,,7,,6,,10,,20,,42,,67,,88,,124,,232,,253,,285,,315,,261,,176
,,F,,0,,1,,0,,1,,3,,3,,3,,7,,10,,21,,28,,38,,74,,125,,166,,225,,298,,413,,405,,381
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C81,Hodgkin's disease,M,,0,,5,,15,,19,,50,,77,,80,,63,,53,,73,,67,,56,,63,,65,,68,,41,,55,,35,,13,,7
